,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
TCGA-18-3406-01A-01R-1031-01,0.05174164054416675,0.3658050118370926,0.09141855379883486,0.18230254087010853,0.3541884416385105,-0.09872316646698047,0.17163689359466988,-0.30306124105358384,-0.3671975834134234,-0.4033271671845378,0.05382083466442964,-0.0422415683794862,0.3408400786621847,0.026704670150010906,0.1616802944698457,-0.34670355500906913
TCGA-18-3407-01A-01R-1031-01,0.31023151556118134,0.27839084848927764,0.2476888159502775,0.24479190857688934,0.2244360680394277,0.23994190032517732,0.26116064492443286,0.2649651587232054,0.18031736076222452,0.24194876552677955,0.18600591250158194,0.2507008090539174,0.2906668033825262,0.21966458716484086,0.25563658643160153,0.26839261460016267
TCGA-18-3408-01A-01R-1031-01,0.017620471648049113,-0.4433571325343313,-0.20376457569265727,-0.2615206289939692,-0.4032820446712625,-0.16983074630474324,-0.25954904158950753,-0.10690517876557455,-0.1002464982398223,0.301655180905579,-0.22059364504867665,-0.09923829843005208,-0.21760027239073534,-0.20662764703599842,-0.2516626144623273,0.33166802508198917
TCGA-18-3410-01A-01R-1031-01,-0.3173873059675777,-0.2099386246178271,-0.238381705192611,-0.2292728491449544,-0.12465588466026954,-0.25585767158451883,-0.2290649089146382,-0.26093438941294916,-0.21841394728589655,-0.3031598723155261,-0.20081905919403154,-0.3028054218196422,-0.2643516020731675,-0.2277416081140487,-0.21695889869125243,-0.3221650470465503
TCGA-18-3411-01A-01R-1031-01,-0.18147602690269485,-0.3823764358255222,-0.24817849325717942,-0.25511070025304916,-0.24556020060099623,-0.34165563738376054,-0.29938601784956226,-0.3102144993229243,0.031659300424130135,0.14117652725819874,-0.15927668716602908,-0.1570150439456002,-0.24405966060059808,-0.27312327097664557,-0.35485493320341427,0.015744719259691994
TCGA-18-3412-01A-01R-1031-01,-0.14437684204057827,-0.30520203349270847,-0.288460797068037,-0.2926753313306858,-0.29576664470037767,-0.23984004511333137,-0.27873056585960426,-0.22733289306748902,-0.12664605046416053,-0.12496016145493527,-0.2313580277712015,-0.20303087181274743,-0.3191098514608138,-0.31331168936261633,-0.31107385523054454,-0.1400065922615299
TCGA-18-3414-01A-01R-1031-01,0.33999853445665135,0.2909162056802949,0.23423529694912087,0.22587497813540489,0.14150330635904565,0.2757485688633064,0.2842931669000484,0.2845020132201975,0.21032393797221718,0.1335830376612115,0.26860418394411867,0.29470573079709245,0.25082508853246305,0.2746318011415596,0.1744429445144926,0.2149701471924789
TCGA-18-3415-01A-01R-1031-01,-0.05825800470955923,-0.25543423403052407,-0.28012777788842036,-0.27948629498518457,-0.22111455002724176,-0.3576474640111227,-0.26551762622738123,-0.28852799110711,-0.1748313269736182,-0.045131476910456866,-0.31505241630496184,-0.20146942452553562,-0.1825079283614654,-0.35845986020028153,-0.32520850146248004,-0.06488335576551359
TCGA-18-3416-01A-01R-1031-01,-0.21608510598102815,-0.27815381342890866,-0.2875559371744737,-0.2886695799760682,-0.1284089637691441,-0.27107869119996186,-0.288449730363862,-0.19044285099298525,-0.08943186147133776,-0.07203904694087514,-0.2483546872878873,-0.25568193731208305,-0.37532846353192556,-0.34858489737997655,-0.27930878031047207,-0.14084611292802068
TCGA-18-3419-01A-01R-1031-01,-0.19289356672503546,-0.24864218146876077,-0.2823328436412821,-0.27715352613804084,-0.2130968370823536,-0.21768020048722656,-0.24627202213698834,-0.20367094603092975,-0.15819513710181798,-0.26055259743930825,-0.22268507256032125,-0.21372197606192436,-0.34121156514463324,-0.3124845432322125,-0.2826235474580878,-0.2595947948335233
