,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
TCGA-18-3406-01A-01R-1031-01,0.19491536794392653,0.15239783984935193,-0.185331690257845,0.2798815517361689,-0.18356301099442074,0.09970489752835875,0.33902676957690003,0.21842470215553517,-0.6529877625721551,-0.14174473209712327,-0.2651487216661534,-0.011185510380327337,0.06526557669774176,-0.1318430711904462,0.2850530060941579,-0.0023405423787263373
TCGA-18-3407-01A-01R-1031-01,-0.20711298691262722,0.18449263894424078,-0.10535100569942611,-0.5662012245645239,-0.032251387947463524,0.03445656416975105,0.07355828739261124,0.4479666105019373,-0.30085940231215136,0.21056133941786223,-0.22060718212379923,0.40082468108463254,0.04114499077648197,0.16994129196020843,0.017576346063347348,0.08949531167224707
TCGA-18-3408-01A-01R-1031-01,-0.24798060822337906,-0.5901809688706472,0.09127776022114843,-0.01418472148549135,0.09565104693102386,0.08809875760162109,-0.0514318986579471,-0.0642339969727842,-0.44701183263699956,0.02233254394161953,0.08850763644177394,0.16437384161054472,0.528992789970777,0.0940376879993354,-0.07577935745630046,0.16848677539889517
TCGA-18-3410-01A-01R-1031-01,0.21960521050970902,-0.3194774173952802,-0.06250755563706117,0.4748947617045271,-0.24292531155219121,-0.11362441684046727,-0.5128161468994032,0.1069409630061602,0.008924522876181866,0.3761776108503953,-0.12210197252774364,0.23987156185009784,0.011674849946155377,0.19249874936210012,-0.1090071942364742,-0.10404027097721083
TCGA-18-3411-01A-01R-1031-01,-0.20265344070921268,-0.0838502711351337,-0.1843971668685488,0.4182762228266742,0.3605431294710355,0.1267834105070485,-0.23250784720291998,0.08008891228290425,-0.026058037080885603,-0.12229940205723817,0.035813583645817305,-0.2731622517189961,0.5483759095289069,-0.35647490598213355,-0.12215491761191735,0.04642383845189148
TCGA-18-3412-01A-01R-1031-01,0.24248530304742166,0.370862992828141,-0.11517962542614127,-0.15159427215595261,0.5133656611591149,-0.2943801285598895,-0.02298309557658397,0.06346464337290172,-0.32140535561646866,0.3256782388187597,0.19533312152717755,-0.2852244375969526,-0.1413886295720758,-0.24279166385611992,-0.024212012819810492,0.06522207372956393
TCGA-18-3414-01A-01R-1031-01,-0.3514569069737008,-0.1519335278332341,-0.013580258231823374,0.25589096038261855,0.01818093041567609,-0.15227148552449135,0.22184551971936714,0.34835385126293783,0.09063097816289357,-0.04203707774412788,-0.28077842763421473,0.04324760962072347,-0.4299614783412299,-0.05575909948070171,0.05895771625445461,0.5581278645513594
TCGA-18-3415-01A-01R-1031-01,-0.18373557353726458,0.2331090093727206,-0.12638808063004686,-0.09217495370435248,-0.10288101461837365,0.04359687382012577,-0.027425278374793343,0.607598452407312,-0.3540507089462047,0.14590963915654565,0.34341788143161217,0.04626305418009135,0.23556583815351964,-0.37967660067916253,-0.19380271870755794,-0.03309571200501887
TCGA-18-3416-01A-01R-1031-01,-0.0354770123578056,-0.1855914371148031,-0.15035052009558897,-0.17743072891861086,-0.04959331347009853,-0.056209098405083605,-0.3517298836547946,-0.07272240475951552,0.036400627400903746,-0.1726288113187668,0.7428753474877653,0.2803476933861564,-0.1558717696022554,-0.08281737861169335,0.26197012482652426,0.11925369003411468
TCGA-18-3419-01A-01R-1031-01,0.06163056604240915,0.3478959201709384,0.09629436071234386,-0.08922484748080117,0.39815044443116704,0.23673848740006306,-0.25022586502364874,0.07227383865500478,-0.09285550242069543,-0.2953285798501196,-0.21503397599816795,0.4532386718460941,-0.27355318588049465,-0.3447047392025642,-0.18525121478738593,-0.00736962929933027
