,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
UCHL1,0.002,0.0,0.0,0.001,0.212,0.0,0.0,0.001,0.012,0.0,0.127,0.969,0.0,0.001,0.017,0.0
AKR1C3,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.001,1.0,0.0,0.0,0.0,0.0
PTHLH,0.0,0.069,0.01,0.001,0.002,0.0,0.005,0.001,0.005,0.988,0.0,0.14,0.0,0.001,0.0,0.0
GPX2,0.0,0.003,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.001,0.0,1.0,0.0,0.0,0.0,0.0
KRT16,0.0,0.014,0.003,0.0,0.0,0.0,0.013,0.0,0.001,1.0,0.0,0.006,0.0,0.0,0.0,0.0
ALDH3A1,0.0,0.003,0.0,0.0,0.011,0.0,0.0,0.0,0.001,0.002,0.001,1.0,0.0,0.0,0.0,0.0
HMGA2,0.028,0.054,0.033,0.033,0.059,0.013,0.053,0.034,0.066,0.971,0.048,0.188,0.007,0.024,0.015,0.006
CALB1,0.002,0.356,0.057,0.002,0.002,0.001,0.031,0.002,0.001,0.929,0.0,0.082,0.0,0.001,0.0,0.0
KRT17,0.0,0.125,0.01,0.0,0.0,0.0,0.001,0.0,0.0,0.992,0.0,0.01,0.0,0.0,0.0,0.0
PI3,0.0,0.013,0.001,0.0,0.0,0.0,0.004,0.0,0.001,0.999,0.0,0.032,0.0,0.0,0.0,0.0
CXCL6,0.008,0.005,0.014,0.017,0.001,0.002,0.709,0.014,0.042,0.056,0.012,0.002,0.231,0.147,0.025,0.645
GPC3,0.01,0.007,0.005,0.009,0.04,0.004,0.005,0.01,0.027,0.022,0.039,0.998,0.001,0.011,0.01,0.001
SFTPD,0.027,0.03,0.045,0.033,0.012,0.027,0.051,0.032,0.015,0.024,0.015,0.015,0.978,0.032,0.019,0.179
C4BPA,0.021,0.007,0.015,0.022,0.01,0.02,0.024,0.022,0.011,0.007,0.023,0.008,0.963,0.025,0.051,0.258
MAGEA1,0.007,0.0,0.001,0.079,0.243,0.004,0.001,0.008,0.048,0.011,0.703,0.071,0.0,0.007,0.658,0.003
MAGEA9,0.126,0.057,0.068,0.674,0.278,0.051,0.095,0.102,0.207,0.25,0.37,0.365,0.013,0.126,0.175,0.011
KRT23,0.177,0.018,0.053,0.096,0.141,0.177,0.029,0.082,0.044,0.03,0.268,0.011,0.038,0.787,0.449,0.022
DSG3,0.0,0.08,0.009,0.0,0.0,0.0,0.002,0.0,0.001,0.996,0.0,0.033,0.0,0.0,0.0,0.0
S100P,0.001,0.0,0.0,0.002,0.004,0.001,0.0,0.002,0.017,0.0,0.277,0.0,0.004,0.137,0.951,0.012
MAGEA12,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.001,0.0,0.831,0.0,0.0,0.0,0.557,0.0
S100A2,0.0,0.034,0.007,0.0,0.0,0.0,0.006,0.0,0.0,0.999,0.0,0.003,0.0,0.0,0.0,0.0
CLCA4,0.005,0.374,0.494,0.021,0.0,0.023,0.025,0.017,0.007,0.63,0.001,0.003,0.021,0.466,0.001,0.001
CLDN1,0.004,0.072,0.058,0.013,0.003,0.005,0.018,0.011,0.012,0.995,0.004,0.012,0.009,0.018,0.001,0.004
PTPRZ1,0.001,0.035,0.008,0.003,0.02,0.001,0.002,0.004,0.02,0.869,0.009,0.493,0.0,0.005,0.0,0.0
DEFB4,0.0,0.002,0.002,0.002,0.0,0.0,0.87,0.002,0.003,0.257,0.0,0.0,0.042,0.001,0.0,0.419
PENK,0.962,0.063,0.081,0.064,0.037,0.07,0.184,0.059,0.031,0.081,0.037,0.065,0.021,0.047,0.038,0.009
TFPI2,0.002,0.0,0.001,0.002,0.0,0.0,0.066,0.001,0.001,0.001,0.001,0.0,0.731,0.001,0.012,0.68
CLDN8,0.001,0.013,0.003,0.002,0.019,0.001,0.0,0.002,0.004,0.01,0.004,1.0,0.0,0.002,0.0,0.0
TMPRSS11D,0.001,0.03,0.01,0.003,0.001,0.001,0.017,0.003,0.005,0.999,0.001,0.017,0.001,0.003,0.0,0.0
CALML5,0.151,0.02,0.052,0.816,0.058,0.135,0.193,0.076,0.036,0.138,0.109,0.01,0.029,0.049,0.454,0.048
PRSS21,0.007,0.001,0.003,0.125,0.098,0.002,0.012,0.015,0.17,0.028,0.736,0.021,0.011,0.04,0.616,0.145
SERPINA3,0.0,0.0,0.0,0.0,0.0,0.0,0.381,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.006,0.925
TSPAN7,0.001,0.005,0.001,0.001,0.008,0.0,0.0,0.001,0.003,0.009,0.003,1.0,0.0,0.001,0.0,0.0
CCL20,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,1.0
PROM1,0.121,0.0,0.0,0.003,0.008,0.003,0.002,0.002,0.002,0.0,0.064,0.0,0.005,0.002,0.989,0.051
PADI3,0.015,0.419,0.504,0.045,0.006,0.028,0.038,0.037,0.026,0.339,0.009,0.01,0.046,0.668,0.003,0.004
BNC1,0.0,0.046,0.012,0.002,0.0,0.0,0.016,0.002,0.003,0.998,0.0,0.026,0.0,0.001,0.0,0.0
IVL,0.0,0.126,0.035,0.0,0.0,0.0,0.039,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.0,0.0
MAGEA11,0.022,0.267,0.165,0.506,0.205,0.03,0.022,0.067,0.127,0.685,0.106,0.298,0.007,0.108,0.015,0.006
CTSE,0.019,0.048,0.061,0.029,0.008,0.023,0.043,0.029,0.012,0.032,0.01,0.018,0.988,0.036,0.009,0.106
FABP4,0.007,0.001,0.003,0.005,0.0,0.002,0.998,0.004,0.004,0.006,0.003,0.001,0.033,0.003,0.015,0.059
MAGEB2,0.035,0.002,0.003,0.302,0.05,0.009,0.383,0.037,0.172,0.087,0.265,0.144,0.012,0.012,0.74,0.286
FGFBP1,0.0,0.145,0.014,0.001,0.003,0.0,0.001,0.001,0.002,0.967,0.0,0.209,0.0,0.001,0.0,0.0
TUBB2B,0.98,0.011,0.018,0.045,0.071,0.074,0.037,0.042,0.015,0.005,0.063,0.025,0.038,0.025,0.118,0.055
AGR2,0.025,0.007,0.023,0.043,0.02,0.016,0.026,0.045,0.135,0.031,0.188,0.016,0.137,0.899,0.275,0.188
CXCL1,0.001,0.002,0.004,0.003,0.0,0.0,0.992,0.003,0.005,0.013,0.001,0.0,0.05,0.003,0.001,0.118
DLK1,0.969,0.001,0.003,0.014,0.007,0.028,0.056,0.012,0.005,0.002,0.025,0.001,0.006,0.008,0.236,0.005
NQO1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.001,0.005,0.0,0.101,0.987,0.0,0.001,0.011,0.0
PDZK1IP1,0.0,0.0,0.002,0.001,0.0,0.0,0.054,0.001,0.001,0.004,0.0,0.0,0.261,0.011,0.001,0.964
LCN2,0.006,0.028,0.026,0.038,0.045,0.003,0.07,0.044,0.531,0.406,0.223,0.232,0.07,0.565,0.044,0.335
DKK1,0.131,0.05,0.034,0.085,0.206,0.03,0.478,0.637,0.192,0.195,0.249,0.254,0.096,0.04,0.111,0.264
TMSL8,0.742,0.003,0.007,0.031,0.322,0.028,0.008,0.027,0.04,0.007,0.442,0.026,0.002,0.029,0.38,0.002
MMP1,0.002,0.024,0.023,0.005,0.0,0.001,0.755,0.005,0.008,0.65,0.001,0.003,0.065,0.004,0.0,0.052
WFDC2,0.057,0.02,0.053,0.075,0.036,0.034,0.066,0.068,0.077,0.04,0.126,0.04,0.267,0.834,0.188,0.386
CEACAM6,0.052,0.177,0.207,0.082,0.022,0.042,0.223,0.087,0.09,0.238,0.039,0.091,0.201,0.857,0.021,0.084
COCH,0.001,0.009,0.002,0.001,0.017,0.0,0.0,0.001,0.001,0.004,0.001,1.0,0.0,0.0,0.0,0.0
DSC3,0.0,0.061,0.009,0.001,0.001,0.0,0.002,0.001,0.001,0.997,0.0,0.042,0.0,0.001,0.0,0.0
IGF2,0.736,0.463,0.398,0.074,0.017,0.15,0.11,0.069,0.016,0.181,0.01,0.057,0.029,0.065,0.007,0.002
MMP13,0.001,0.001,0.003,0.001,0.0,0.0,0.999,0.001,0.001,0.004,0.0,0.0,0.032,0.001,0.0,0.026
CEL,0.1,0.406,0.336,0.729,0.112,0.207,0.03,0.11,0.023,0.131,0.037,0.275,0.061,0.111,0.021,0.022
GSTM3,0.006,0.001,0.001,0.006,0.169,0.002,0.001,0.007,0.028,0.003,0.158,0.971,0.0,0.005,0.047,0.004
FZD10,0.001,0.028,0.003,0.001,0.008,0.001,0.0,0.001,0.001,0.012,0.0,1.0,0.0,0.0,0.0,0.0
TCN1,0.001,0.001,0.002,0.003,0.0,0.0,0.658,0.003,0.046,0.751,0.005,0.018,0.01,0.004,0.005,0.035
SERPINB5,0.0,0.129,0.013,0.0,0.0,0.0,0.001,0.0,0.0,0.991,0.0,0.036,0.0,0.0,0.0,0.0
NRN1,0.052,0.132,0.086,0.045,0.084,0.035,0.032,0.046,0.044,0.118,0.038,0.969,0.008,0.05,0.01,0.003
PTN,0.027,0.006,0.005,0.018,0.03,0.005,0.061,0.017,0.079,0.072,0.077,0.988,0.001,0.013,0.03,0.002
PTGS2,0.012,0.021,0.037,0.012,0.001,0.007,0.995,0.011,0.006,0.025,0.002,0.002,0.081,0.012,0.003,0.033
IGKV1-5,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.001,1.0
IL1F9,0.0,0.017,0.002,0.0,0.0,0.0,0.021,0.0,0.0,1.0,0.0,0.003,0.0,0.0,0.0,0.0
LMO3,0.026,0.006,0.015,0.022,0.008,0.019,0.035,0.022,0.012,0.006,0.019,0.005,0.952,0.021,0.048,0.293
IL1A,0.0,0.009,0.007,0.001,0.0,0.0,0.438,0.001,0.003,0.899,0.0,0.001,0.005,0.001,0.0,0.004
BEX1,0.691,0.0,0.001,0.013,0.247,0.021,0.003,0.014,0.012,0.0,0.291,0.025,0.002,0.006,0.613,0.008
DMBT1,0.044,0.132,0.13,0.066,0.039,0.052,0.069,0.068,0.037,0.096,0.031,0.08,0.954,0.083,0.017,0.103
TOX3,0.205,0.0,0.001,0.005,0.019,0.01,0.001,0.005,0.005,0.0,0.121,0.001,0.006,0.013,0.971,0.01
FOLR1,0.028,0.007,0.017,0.029,0.017,0.023,0.027,0.029,0.018,0.009,0.041,0.011,0.944,0.034,0.085,0.307
TSPYL5,0.151,0.19,0.197,0.131,0.134,0.885,0.076,0.121,0.066,0.113,0.087,0.116,0.07,0.128,0.056,0.038
CYP4F11,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KLK11,0.0,0.074,0.017,0.002,0.001,0.001,0.006,0.002,0.003,0.996,0.001,0.053,0.0,0.003,0.0,0.0
TFF3,0.033,0.0,0.002,0.016,0.036,0.01,0.004,0.016,0.049,0.002,0.356,0.008,0.012,0.272,0.89,0.027
HP,0.01,0.008,0.013,0.024,0.015,0.009,0.022,0.024,0.033,0.02,0.043,0.024,0.898,0.036,0.042,0.43
COL11A1,0.002,0.001,0.002,0.002,0.0,0.001,1.0,0.002,0.001,0.005,0.0,0.001,0.013,0.001,0.001,0.026
AQP3,0.053,0.211,0.337,0.077,0.011,0.076,0.089,0.07,0.033,0.142,0.016,0.013,0.201,0.866,0.016,0.044
ALDH1A1,0.005,0.008,0.004,0.006,0.092,0.005,0.0,0.007,0.012,0.009,0.033,0.995,0.0,0.009,0.005,0.0
CYP4B1,0.038,0.052,0.086,0.051,0.015,0.052,0.039,0.048,0.023,0.041,0.026,0.018,0.98,0.077,0.033,0.094
CP,0.008,0.0,0.001,0.005,0.002,0.003,0.005,0.005,0.006,0.0,0.027,0.0,0.133,0.062,0.297,0.943
RHCG,0.0,0.016,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.999,0.0,0.051,0.0,0.0,0.0,0.0
BCHE,0.011,0.017,0.011,0.008,0.003,0.002,0.29,0.009,0.016,0.086,0.005,0.952,0.006,0.004,0.002,0.004
CYP26A1,0.0,0.014,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.012,0.0,1.0,0.0,0.0,0.0,0.0
TNC,0.007,0.025,0.015,0.009,0.002,0.003,0.997,0.008,0.008,0.068,0.002,0.018,0.009,0.004,0.001,0.009
CLDN10,0.014,0.0,0.0,0.005,0.007,0.002,0.006,0.004,0.009,0.0,0.141,0.0,0.013,0.049,0.986,0.065
VTCN1,0.031,0.027,0.027,0.034,0.363,0.013,0.004,0.035,0.176,0.117,0.436,0.529,0.001,0.588,0.056,0.0
SERPINB7,0.002,0.008,0.01,0.005,0.0,0.001,0.493,0.003,0.005,0.87,0.001,0.001,0.006,0.002,0.001,0.007
IGFBP2,0.01,0.032,0.017,0.012,0.046,0.006,0.008,0.012,0.024,0.069,0.024,0.995,0.001,0.014,0.003,0.0
S100A9,0.0,0.003,0.004,0.002,0.0,0.0,0.256,0.002,0.009,0.966,0.001,0.0,0.011,0.002,0.0,0.024
GPR87,0.0,0.041,0.008,0.001,0.0,0.0,0.002,0.0,0.001,0.999,0.0,0.014,0.0,0.001,0.0,0.0
CXCL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,1.0
AHNAK2,0.001,0.075,0.026,0.002,0.0,0.001,0.058,0.002,0.002,0.995,0.0,0.011,0.001,0.002,0.0,0.0
FMO3,0.015,0.104,0.126,0.032,0.008,0.013,0.035,0.033,0.064,0.184,0.019,0.045,0.024,0.964,0.006,0.006
FOXE1,0.0,0.089,0.007,0.001,0.002,0.0,0.001,0.001,0.001,0.066,0.0,0.994,0.0,0.0,0.0,0.0
CA12,0.0,0.04,0.009,0.001,0.0,0.0,0.096,0.001,0.001,0.994,0.0,0.004,0.001,0.0,0.0,0.0
GREM1,0.002,0.001,0.002,0.002,0.0,0.001,0.999,0.002,0.002,0.006,0.001,0.002,0.016,0.001,0.001,0.032
TSPAN8,0.009,0.0,0.0,0.005,0.003,0.003,0.008,0.005,0.006,0.0,0.025,0.001,0.022,0.004,0.988,0.149
MSMB,0.02,0.006,0.01,0.036,0.08,0.009,0.012,0.038,0.311,0.036,0.428,0.046,0.018,0.81,0.216,0.066
KRT31,0.037,0.097,0.094,0.073,0.172,0.043,0.016,0.068,0.126,0.196,0.179,0.126,0.012,0.913,0.043,0.006
KRT4,0.014,0.027,0.038,0.032,0.231,0.02,0.001,0.03,0.093,0.076,0.315,0.084,0.002,0.905,0.053,0.001
SPINK1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.003,0.985
AREG,0.005,0.001,0.002,0.004,0.0,0.001,0.975,0.004,0.005,0.005,0.003,0.001,0.057,0.002,0.012,0.213
ANXA10,0.0,0.003,0.0,0.0,0.006,0.0,0.0,0.0,0.001,0.002,0.001,1.0,0.0,0.0,0.0,0.0
CXCL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.0
PRAME,0.026,0.002,0.002,0.012,0.287,0.009,0.001,0.011,0.021,0.003,0.19,0.934,0.0,0.009,0.089,0.001
NLRP2,0.177,0.181,0.195,0.864,0.159,0.182,0.081,0.13,0.048,0.062,0.062,0.069,0.142,0.12,0.049,0.134
SOSTDC1,0.004,0.116,0.026,0.006,0.016,0.005,0.003,0.006,0.007,0.917,0.003,0.38,0.0,0.006,0.0,0.0
AIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,1.0
DDX3Y,0.004,0.001,0.002,0.113,0.114,0.005,0.001,0.013,0.132,0.017,0.599,0.007,0.002,0.024,0.77,0.066
NELL1,0.002,0.003,0.001,0.001,0.032,0.001,0.0,0.001,0.001,0.001,0.004,0.999,0.0,0.001,0.0,0.0
S100A8,0.0,0.009,0.006,0.001,0.0,0.0,0.224,0.001,0.002,0.974,0.0,0.0,0.003,0.001,0.0,0.003
GHR,0.003,0.128,0.035,0.004,0.003,0.002,0.013,0.004,0.006,0.987,0.001,0.09,0.0,0.005,0.0,0.0
CABYR,0.001,0.002,0.001,0.001,0.152,0.001,0.0,0.002,0.007,0.001,0.037,0.988,0.0,0.003,0.002,0.0
VSNL1,0.001,0.046,0.008,0.002,0.003,0.001,0.005,0.002,0.003,0.995,0.001,0.093,0.0,0.001,0.0,0.0
CRYAB,0.002,0.027,0.01,0.004,0.003,0.001,0.027,0.004,0.008,0.995,0.002,0.087,0.0,0.003,0.0,0.0
ADAM23,0.0,0.005,0.001,0.0,0.007,0.0,0.0,0.001,0.002,0.008,0.001,1.0,0.0,0.0,0.0,0.0
FABP6,0.043,0.049,0.117,0.859,0.082,0.151,0.008,0.095,0.066,0.056,0.18,0.021,0.114,0.241,0.273,0.143
POPDC3,0.01,0.033,0.012,0.049,0.013,0.001,0.968,0.008,0.014,0.142,0.005,0.197,0.003,0.001,0.001,0.007
SLC34A2,0.007,0.023,0.032,0.011,0.001,0.009,0.032,0.011,0.003,0.011,0.001,0.003,0.993,0.013,0.002,0.105
ODAM,0.274,0.0,0.0,0.005,0.001,0.004,0.176,0.004,0.003,0.0,0.016,0.0,0.047,0.001,0.721,0.609
SLCO1B3,0.008,0.107,0.06,0.024,0.012,0.005,0.114,0.024,0.038,0.971,0.007,0.071,0.061,0.012,0.002,0.13
CXCL11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.014,1.0
RNF128,0.002,0.039,0.022,0.005,0.001,0.001,0.014,0.006,0.016,0.99,0.004,0.13,0.003,0.007,0.001,0.0
PON3,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.003,0.0,0.072,0.997
HBB,0.025,0.004,0.008,0.026,0.025,0.017,0.016,0.024,0.033,0.015,0.08,0.022,0.023,0.024,0.992,0.052
LRAP,0.013,0.004,0.013,0.091,0.001,0.013,0.082,0.011,0.003,0.004,0.003,0.0,0.307,0.007,0.026,0.943
ZIC1,0.986,0.008,0.018,0.035,0.08,0.08,0.018,0.029,0.008,0.005,0.049,0.008,0.009,0.018,0.101,0.006
TNNT1,0.068,0.02,0.038,0.072,0.063,0.024,0.169,0.069,0.902,0.072,0.188,0.051,0.097,0.076,0.183,0.21
IL8,0.002,0.0,0.0,0.004,0.002,0.0,0.032,0.003,0.028,0.002,0.336,0.0,0.025,0.003,0.328,0.881
S100A12,0.003,0.02,0.014,0.012,0.01,0.002,0.028,0.011,0.049,0.997,0.017,0.028,0.004,0.015,0.005,0.007
CBR3,0.001,0.001,0.001,0.002,0.03,0.0,0.0,0.002,0.015,0.007,0.029,0.999,0.0,0.002,0.003,0.0
NEFL,0.007,0.018,0.007,0.003,0.001,0.001,0.995,0.004,0.005,0.055,0.001,0.077,0.001,0.001,0.0,0.0
IL1R2,0.0,0.014,0.006,0.001,0.0,0.0,0.871,0.001,0.001,0.491,0.0,0.001,0.011,0.0,0.0,0.016
MME,0.164,0.0,0.0,0.002,0.0,0.002,0.079,0.001,0.001,0.0,0.012,0.0,0.032,0.0,0.884,0.429
CYP2C18,0.002,0.122,0.032,0.007,0.008,0.006,0.003,0.007,0.007,0.982,0.002,0.141,0.0,0.008,0.0,0.0
LEPREL1,0.006,0.061,0.024,0.008,0.004,0.002,0.086,0.008,0.01,0.992,0.002,0.06,0.002,0.004,0.0,0.001
CH25H,0.034,0.026,0.031,0.035,0.018,0.015,0.132,0.038,0.037,0.037,0.029,0.037,0.947,0.028,0.024,0.272
CXCL13,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,1.0
WNT5A,0.001,0.032,0.008,0.003,0.011,0.001,0.001,0.003,0.007,0.034,0.003,0.999,0.0,0.003,0.0,0.0
CCNA1,0.001,0.005,0.001,0.001,0.008,0.0,0.001,0.001,0.005,0.016,0.003,1.0,0.0,0.001,0.0,0.0
CA9,0.12,0.075,0.12,0.328,0.012,0.031,0.88,0.036,0.03,0.281,0.016,0.007,0.007,0.03,0.013,0.002
RBP1,0.011,0.0,0.0,0.004,0.025,0.002,0.003,0.004,0.017,0.001,0.94,0.004,0.0,0.003,0.34,0.003
IL6,0.007,0.002,0.002,0.011,0.003,0.001,0.6,0.011,0.057,0.033,0.023,0.307,0.067,0.003,0.034,0.731
UBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1.0
HEY1,0.014,0.049,0.026,0.013,0.042,0.007,0.009,0.015,0.022,0.048,0.018,0.996,0.002,0.017,0.002,0.001
INDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,1.0
AADAC,0.02,0.021,0.018,0.039,0.361,0.025,0.002,0.044,0.157,0.072,0.441,0.488,0.003,0.626,0.102,0.002
TMPRSS4,0.0,0.264,0.046,0.002,0.003,0.001,0.001,0.003,0.004,0.956,0.001,0.119,0.0,0.006,0.0,0.0
CXCR7,0.006,0.023,0.012,0.01,0.006,0.002,0.054,0.011,0.044,0.974,0.013,0.214,0.002,0.01,0.003,0.002
NELL2,0.007,0.413,0.114,0.007,0.001,0.006,0.115,0.007,0.001,0.896,0.0,0.016,0.003,0.003,0.0,0.0
TMEM16A,0.032,0.061,0.072,0.042,0.007,0.024,0.198,0.034,0.025,0.971,0.013,0.012,0.042,0.026,0.013,0.041
PLAC8,0.012,0.172,0.068,0.038,0.02,0.025,0.044,0.036,0.013,0.106,0.006,0.947,0.076,0.017,0.003,0.212
SCEL,0.02,0.077,0.066,0.039,0.011,0.019,0.148,0.039,0.037,0.974,0.015,0.045,0.077,0.03,0.01,0.062
SLC6A14,0.013,0.018,0.03,0.019,0.003,0.01,0.072,0.02,0.016,0.024,0.008,0.007,0.984,0.027,0.01,0.148
CSTA,0.0,0.072,0.008,0.0,0.0,0.0,0.0,0.0,0.001,0.997,0.0,0.028,0.0,0.001,0.0,0.0
IGLV3-25,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,1.0
CDK5RAP2,0.002,0.015,0.005,0.003,0.041,0.002,0.0,0.004,0.006,0.009,0.008,0.999,0.0,0.004,0.001,0.0
